path	sentence
common_voice_ky_18432004.mp3	Айрым адамдар үчүн башкалка алардын акыркы жайы болуп эсептелет.
common_voice_ky_18432009.mp3	Чыңалуу сезилүүдө, — деди ал.
common_voice_ky_18432011.mp3	Машинедеги тогуз кишинин үчөө мүрт кеткен.
common_voice_ky_18432015.mp3	Өкмөт бул каражаттарды башкаруу үчүн атайын фонд түздү.
common_voice_ky_18432016.mp3	Орусия Крымдагы аракеттери үчүн эл аралык санкцияларга кабылган.
common_voice_ky_18432018.mp3	Биз башчыны тандаган эмеспиз, анын ордуна тойдо жүрдүк.
common_voice_ky_18432020.mp3	Адатта корозго атаандашты салмагына эмес, боюна карап тандашат.
common_voice_ky_18432024.mp3	Жүргүнчүлөр өмүрүн тобокелге салып жолдон өтүп жатышат.
common_voice_ky_18432027.mp3	Жабыркагандар жана кыйроолор жок.
common_voice_ky_18432036.mp3	Ал бул маселени президент эмес өкмөт карашы керек деп жооп берди.
common_voice_ky_18432039.mp3	Жер тилкелерин мыйзамсыз трансформациялоо
common_voice_ky_18432040.mp3	Сот бүтсө эле Кыргызстанга кетебиз деп турабыз.
common_voice_ky_18432041.mp3	Же болбосо жеке сакчысын.
common_voice_ky_18432047.mp3	Өрткө бөгөт коюу иштерине жалпы үч бөлүм тартылды.
common_voice_ky_18432048.mp3	Далер да ушундай окуяга туш болгон.
common_voice_ky_18432049.mp3	Анда айрым депутаттар телеканалга карата сын пикирин айтышкан.
common_voice_ky_18432051.mp3	Озерное — Чүй облусунун Аламүдүн районуна караштуу айыл.
common_voice_ky_18432052.mp3	Быйылкысы мааракелүү — онунчусу болду.
common_voice_ky_18432061.mp3	Бул жолу дарбазаны Павел Матяш коргоду.
common_voice_ky_18432062.mp3	Бирок азырынча фото, видео менен далилденген фактылар чыга элек.
common_voice_ky_18432065.mp3	Мурда чек ара аныкталган эмес болчу.
common_voice_ky_18432066.mp3	Өкмөт акциз салыгын товардын акыркы баасына үстөк катары киргизет.
common_voice_ky_18432067.mp3	Окуянын себептери иликтенип жатат.
common_voice_ky_18432074.mp3	Мен аны коргогон жокмун, ал жаңы эле келди.
common_voice_ky_18432076.mp3	Бул аргасыз жагдай болууда, — деди Эшенбаев.
common_voice_ky_18432085.mp3	Бул факт абдан кубандырат жана бул алгачкы кадам, — деди Исаков.
common_voice_ky_18432087.mp3	Биздин алар менен мамилебиз бар, биз кызматташканбыз.
common_voice_ky_18432092.mp3	Ал кандай чагымчыл аракеттердин болгондугун тактап айткан жок.
common_voice_ky_18432095.mp3	Саясатчы бул нерсени рейдерлик басып алуу деп атаган.
common_voice_ky_18432099.mp3	Алардан курал, ири суммадагы акча жана алтын зер буюмдары табылган.
common_voice_ky_18432102.mp3	Учурда өлкө аймагында үгүт өнөктүгү жүрүп жатат.
common_voice_ky_18432116.mp3	Учурда ал УКМКга караштуу тергөө изоляторунда камакта.
common_voice_ky_18432117.mp3	Бирок ошол сол тарабы иштебей жатат.
common_voice_ky_18432123.mp3	Тараптар чатактын себебин иликтөөгө киришти.
common_voice_ky_18432125.mp3	Жолдошум Рой менен жумушта таанышканбыз.
common_voice_ky_18432130.mp3	Колумду карап, куру кол келдиңби дегендей ормоюшат.
common_voice_ky_18432132.mp3	Ал жазуулардын аныктыгын атайын кызматтагылар ырасташкан.
common_voice_ky_18432134.mp3	Ал жерде кичинекей чыйырда эч ким деле жок болчу.
common_voice_ky_18432137.mp3	Шайлоо өнөктүгүндө аялдардын акчасы барбы, жокпу?
common_voice_ky_18432145.mp3	Азыр мындай зарылчылык бар, бирок мен ага барбай элем.
common_voice_ky_18432146.mp3	Өлүмгө кан тамырдын үзүлүшү себеп болгон.
common_voice_ky_18432148.mp3	Биз бара турган жерибиз андан да кедей деп айтып берип жатты.
common_voice_ky_18432149.mp3	Мындай кылган болбойт, — деди ал.
common_voice_ky_18432151.mp3	Жөө өтмөктөн окуучуларды сүзгөн окуя коомчулукта чуу жараткан.
common_voice_ky_18432152.mp3	Анткени чынында эле азыр биз кооптуу абалда жашап жаткандайбыз.
common_voice_ky_18432160.mp3	Антпесе короз салмагы бутуна түшүп, чарчап калат.
common_voice_ky_18432161.mp3	Атамбаев дагы бир жолу кийинки мөөнөткө калбай турганын кайталады.
common_voice_ky_18432162.mp3	Андай кылсак бюджет жоготууга учурайт.
common_voice_ky_18432166.mp3	Ушул жылдын сентябрь айында Амеркада болгом.
common_voice_ky_18432175.mp3	Келгиле, чыныгы кырдаалды карап көрөлү.
common_voice_ky_18432176.mp3	Расмий себеби — мамлекетке зыян келтиргендиги үчүн.
common_voice_ky_18432191.mp3	Анткени бул Ош облусу боюнча жападан жалгыз кышкы эс алуучу жер.
common_voice_ky_18432203.mp3	Алар чынында эле бизди уят кылып жатышабы?
common_voice_ky_18432204.mp3	Депутаттар добуштардын көпчүлүгү менен эмнелерди кыла алышат?
common_voice_ky_18432207.mp3	Бирок газ куюучу бекет ишин уланта берген.
common_voice_ky_18432220.mp3	Эдил болсо жайнап жаткан пластиктерди териши керек болчу.
common_voice_ky_18432954.mp3	Адегенде унчукпай чуркап бараттым, анан күйөөмдү чакыра баштадым.
common_voice_ky_18433106.mp3	Коло жана күмүш топторун Алексис Санчес менен Леон Горецка алышты.
common_voice_ky_18433143.mp3	Азыр мындай зарылчылык бар, бирок мен ага барбай элем.
common_voice_ky_18433144.mp3	Биз буга чейин таап жаткан акчаны таппай калабыз, –деди ал.
common_voice_ky_18433145.mp3	Алар жыйынга келбей калган себебин түшүндүрүшкөн жок.
common_voice_ky_18433162.mp3	Ал үчүн мамлекеттик бюджеттен акча каражаты бөлүнүшү керек.
common_voice_ky_18433163.mp3	Айнек кесип жатканда абайлоого аракет кылам.
common_voice_ky_18433165.mp3	Биз анын күйөөсү менен жашашына каршы болгон эмеспиз.
common_voice_ky_18433178.mp3	Ал жакта кармалгандардын жеке маалыматтары болгон.
common_voice_ky_18433179.mp3	Бул чын эле кызыктуу болот.
common_voice_ky_18433180.mp3	Азырынча эч нерсе деп айта албайбыз.
common_voice_ky_18433223.mp3	Туристтер үч күнгө барышат, — дейт Харов.
common_voice_ky_18433226.mp3	Ал милиция кызматкерин бетке чаап салды, — дейт Шакирова.
common_voice_ky_18433733.mp3	Протоколдо бул тууралуу жазуу жок.
common_voice_ky_18433735.mp3	Ушундай эле абал өлкөдөгү жогорку окуу жайларында да бар.
common_voice_ky_18433736.mp3	Үчүнчү айлампадан кийин дебаттар өз соңуна чыкты.
common_voice_ky_18433748.mp3	Бизде азыр андай акча жок.
common_voice_ky_18433749.mp3	 Иликтөөлөр жана көлөмдүү репортаждар көбөйөт.
common_voice_ky_18433751.mp3	КСДП фракциясынын лидери Иса Өмүркулов
common_voice_ky_18433761.mp3	Бардыгы мурдагыдай эле болот.
common_voice_ky_18433767.mp3	Ал жактан карындашы менен бирге төрт жыл мурун качып кеткен.
common_voice_ky_18433768.mp3	Билим берүү министри мектеп формасы өзгөрүүсүз калат деп билдирди.
common_voice_ky_18433771.mp3	Мени каршы деп киргизип коюшуптурбу, ээ?
common_voice_ky_18433798.mp3	Анткени алар таза технологияларды колдонушат.
common_voice_ky_18433799.mp3	Депутаттар кайрадан Келин көрсөтүүсүнө көңүл бурушту.
common_voice_ky_18433822.mp3	Иштеген уюму жана материал кандай максатта колдонулат?
common_voice_ky_18433823.mp3	Мен тезинен камерамды ырастадым, ошол убакта старт берилди.
common_voice_ky_18433824.mp3	Башкы прокуратура Занозага каршы дагы үч арыз берген.
common_voice_ky_18434622.mp3	Мындан тышкары, ал Конституцияны өзгөртүүнү көздөп жатат.
common_voice_ky_18434625.mp3	Кыймылсыз мүлк менен автоунаалар конкреттүү саналып жатат.
common_voice_ky_18434626.mp3	Адамдарга жапырт кыргын салуу — ушул гана жардам берет.
common_voice_ky_18434638.mp3	Ондой асыл тукум корозду ал ошол жерде кармайт.
common_voice_ky_18434639.mp3	Мындан улам суукта айрым тропикалык өсүмдүктөр куурап калат.
common_voice_ky_18434640.mp3	Ал муну айткысы келген.
common_voice_ky_18434641.mp3	Мэрлердин көпчүлүгү кызматтан алынды беле?
common_voice_ky_18434652.mp3	Биз биринчи сессияны да өткөрө албай жатабыз.
common_voice_ky_18434653.mp3	Алар үчүн атайын костюмдарды тигип, мылтыктарды даярдашыбыз керек.
common_voice_ky_18434655.mp3	Төрөбаев шайлоодо КТРКны аккредитациядан ажыратууну талап кылган.
common_voice_ky_18434662.mp3	Ал эми Малиевдин оюнча, технологияны өнүктүрүү керек.
common_voice_ky_18434663.mp3	Унааны ширетүүдө жана сырдоодо ага достору жардамдашкан.
common_voice_ky_18434666.mp3	Анда ал турмушка даяр эмес болчу да.
common_voice_ky_18434672.mp3	Мени ал жакка мылтык такаса да киргизишпейт.
common_voice_ky_18434674.mp3	Алардын көздөрү жанып турат.
common_voice_ky_18434700.mp3	Бирок алар тараптан ИИМге арыз менен эч ким кайрылган эмес.
common_voice_ky_18434722.mp3	Алар сыйрылып, буралып түшүп жатат.
common_voice_ky_18434723.mp3	ФИФА жаңы рейтингди жарыялоонун убактысын дайындабайт.
common_voice_ky_18434725.mp3	Андан кийин ал келбестигин билдиришти, — деди Кулов.
common_voice_ky_18434726.mp3	Мындай учурлар менин эсимде түбөлүк калат.
common_voice_ky_18434727.mp3	Мэрия бул акчаны көргөн эмес.
common_voice_ky_18434729.mp3	Манга боюнча сценарийди жалгыз жазганга көзүм жетпеди.
common_voice_ky_18434731.mp3	Чет жакта сенин экинчи жашооң башталат.
common_voice_ky_18434748.mp3	Эми эки өлкөнүн алакасы кандай өзгөрүшү мүмкүн?
common_voice_ky_18434753.mp3	Азырынча анык эч нерсе айта албайм.
common_voice_ky_18434769.mp3	Уксаң, эгер баса алсаң ал сеники.
common_voice_ky_18434770.mp3	Эми билбейм, — дейт ал.
common_voice_ky_18434778.mp3	Алар кайрымдуулук менен көп алектенишчү.
common_voice_ky_18434780.mp3	Сот телеканал экстремисттик материал чагылдырган деп эсептеген.
common_voice_ky_18434782.mp3	Андай кылсак бюджет жоготууга учурайт.
common_voice_ky_18434786.mp3	Биздин алар менен мамилебиз бар, биз кызматташканбыз.
common_voice_ky_18434791.mp3	Материалдын түп нускасы Азаттык үналгысынын сайтында жарык көргөн.
common_voice_ky_18434793.mp3	Элдин баары өкмөткө кантип ишенет?
common_voice_ky_18434794.mp3	Андан чыккан кыштарды бизге тазалатты.
common_voice_ky_18434795.mp3	Эч ким дыйкан, фермер же саяпкер болуп төрөлбөйт.
common_voice_ky_18434796.mp3	Мени каршы деп киргизип коюшуптурбу, ээ?
common_voice_ky_18434797.mp3	Депутаттар аны күтүп отурбастан кызматтан алууну чечишти.
common_voice_ky_18434802.mp3	Мен аларга кээде эле барам, анткени мага климаты жакпайт.
common_voice_ky_18434813.mp3	Ахмадуллонун артында аялы менен үч кызы калды.
common_voice_ky_18434815.mp3	Бирок эмне үчүн Аскаров тинтүү болгон жерде болгон эмес?
common_voice_ky_18434830.mp3	Бүгүнкү ишеним көрсөтпөө вотуму башка себептерге байланыштуу.
common_voice_ky_18434833.mp3	Эң башкысы алар коомдук тартипти бузбашы керегин баса белгиледи.
common_voice_ky_18434837.mp3	Куудулдун өлүмүн теле алып баруучу Регина Дубовицкая тастыктаган.
common_voice_ky_18434839.mp3	Адаттагыдай эле анын бул наам үчүн атаандашы Лионель Месси болду.
common_voice_ky_18434840.mp3	Биз бул нерсени тастыкталган маалымат деп атабайт элек.
common_voice_ky_18434842.mp3	Аянтта студенттер, уюштуруучулар жана журналисттер.
common_voice_ky_18434843.mp3	Бул куралданбаган көз менен деле көрүнүп калды.
common_voice_ky_18434845.mp3	Жабыркагандар жана кыйроолор болгон жок.
common_voice_ky_18434852.mp3	Ош шаарындагы дезинфекциялык бекети кичинекей эле ишкана.
common_voice_ky_18434853.mp3	Учурда Бишкек — Ош каттамдары кармалып турат.
common_voice_ky_18434867.mp3	Зоопаркта иштегендер, КМШ өлкөлөрүнүн көпчүлүк маалыматтык
common_voice_ky_18434868.mp3	Ал үчүн өкмөт ипотекалык компания түздү.
common_voice_ky_18434869.mp3	Адам өлтүрүү фактысы боюнча ага каршы кылмыш иши козголду.
common_voice_ky_18434870.mp3	Бирок абоненттик төлөм жөнүндө бир да сөз болгон жок.
common_voice_ky_18434882.mp3	А ашканада шекери жок ботко, даамсыз сорполорду беришчү.
common_voice_ky_18434883.mp3	Себеби баары орус тилинде түшүндүрө алат.
common_voice_ky_18434884.mp3	Менин пикирим боюнча, жаңыртуу арзаныраак болмок.
common_voice_ky_18434885.mp3	Мен тааныбаганда эмес, мен бул шайлоону тоготпойм.
common_voice_ky_18434886.mp3	Ун кампасынын алдында күнгө күйгөн, кир кийимчен үч бала отурат.
common_voice_ky_18434897.mp3	Азырынча ишкерге кол салуунун себептери белгисиз.
common_voice_ky_18434898.mp3	Милиция кылмыштын башка катышуучуларын издеп жатат.
common_voice_ky_18434899.mp3	Азыркы президент Алмазбек Атамбаев мураскери жок экенин айткан.
common_voice_ky_18434909.mp3	Мал ичет бул сууну, эгинди суугарышат.
common_voice_ky_18434912.mp3	Эми алты жылдан кийин гана ошону эстеп жатат, — деди прокурор.
common_voice_ky_18434916.mp3	Ош шаардык милициясы окуяны кокустук деп каттоого алган.
common_voice_ky_18434927.mp3	Оозеки эле айтып коюшту, — деди Бердникова.
common_voice_ky_18434928.mp3	Ал менден Сен Айбектикине кондуңбу?
common_voice_ky_18434929.mp3	Матчты утуп алыш үчүн Жоковичке бир гана кадам жасаш керек эле.
common_voice_ky_18434930.mp3	Биз Элдик парламенттин айрым билдирүүлөрүнө таң калдык.
common_voice_ky_18434931.mp3	Буга башка эч кимдин тиешеси жокпу?
common_voice_ky_18434942.mp3	Кимдин канча бизнеси бар экенин канчага чейин каза бересиңер?
common_voice_ky_18434943.mp3	Бишкекке эле келгенбиз, бул жакка.
common_voice_ky_18434945.mp3	Мындай форма менен Сүймөнкул Чокморов да жабыркаган.
common_voice_ky_18434946.mp3	Ал штраф төлөйт же беш жылга чейин эркинен ажыратылышы мүмкүн.
common_voice_ky_18434952.mp3	Бизде болсо ооругандарды гана эмдеп, калгандарыбыз отурабыз.
common_voice_ky_18434953.mp3	Негизги далилдер Самаранын доменинин жөндөө таржымалында.
common_voice_ky_18434955.mp3	Мен мамлекетке кандай зыян келтирип жатам?
common_voice_ky_18434956.mp3	Анан жергиликтүү милиция келди.
common_voice_ky_18434958.mp3	Биз биринчи сессияны да өткөрө албай жатабыз.
common_voice_ky_18434960.mp3	Азырынча Мегаком сатыла элек.
common_voice_ky_18434961.mp3	Бирок келечекте ал кайра жанданышы керек.
common_voice_ky_18434962.mp3	Ошондон бери Жалилов ошол жакта жашап келген.
common_voice_ky_18434967.mp3	Анын жубайын да токмоктошкон.
common_voice_ky_18434968.mp3	Баарыбыздын эле тынчыбыз кетип жатат.
common_voice_ky_18434969.mp3	Аны коштой айланасындагылар секирип жатышты.
common_voice_ky_18434970.mp3	Биз башка эрежелер менен жашайбыз.
common_voice_ky_18434971.mp3	Биздин айылда сегиз класстык бир мектеп бар.
common_voice_ky_18434972.mp3	Бирок сөөгүм агаргыча калп айттым.
common_voice_ky_18434974.mp3	Убакыт жок, кечирип койгула!
common_voice_ky_18434975.mp3	Бул чаралар канчалык натыйжалуу?
common_voice_ky_18434976.mp3	Кийинчерээк топ таркап кетти.
common_voice_ky_18434979.mp3	Чет тилде сөз айтканы үчүн.
common_voice_ky_18434981.mp3	Мен жактоого алган Адил Тойгонбаев камактан чыгарылды.
common_voice_ky_18434983.mp3	Бул тууралуу Мамлекеттик каттоо кызматындагылар кабарлашты.
common_voice_ky_18434984.mp3	Ал кызы тарапта болуп, кызына ал жалгыз эмес экенин көрсөтө алды.
common_voice_ky_18434986.mp3	Экономика министрлигинен бул маалыматты сандырак деп аташты.
common_voice_ky_18434989.mp3	Баланын абалы дагы эле оор бойдон калууда.
common_voice_ky_18434990.mp3	Милиция кылмыштын башка катышуучуларын издеп жатат.
common_voice_ky_18434991.mp3	Ал үчүн Мамлекеттик мүлктү башкаруу фондунун чечимин күтүш керек.
common_voice_ky_18434993.mp3	Айдоочу ага макул болуп, ошондой кылат.
common_voice_ky_18434994.mp3	Анткени ошол акчанын теги да күмөндүү болгон.
common_voice_ky_18434995.mp3	Биз жылуулук тууралуу айтып жатабыз.
common_voice_ky_18434997.mp3	Союз убагында кандай болчу эле?
common_voice_ky_18434998.mp3	Мен бир топ тапшырмаларды бердим.
common_voice_ky_18435001.mp3	Анан кичине кайгылуу болот.
common_voice_ky_18435002.mp3	Окуя боюнча милиция кызматтык иликтөө жүргүзүүдө.
common_voice_ky_18435005.mp3	Бул тууралуу бизге кечээ айтышкан.
common_voice_ky_18435006.mp3	Анткени жаран документин алып жүрүүгө милдеттүү эмес.
common_voice_ky_18435008.mp3	Анда ал турмушка даяр эмес болчу да.
common_voice_ky_18435009.mp3	Жаңыртылган команда эми кандай абалда?
common_voice_ky_18435010.mp3	Памир цивилизациядан бөлүнүп турат.
common_voice_ky_18435012.mp3	Оңдоо иштеринин баарын быйыл жайында бүтүрүү пландалууда.
common_voice_ky_18435013.mp3	Мен үйлөндүм, бирок ажырашкан жокмун.
common_voice_ky_18435014.mp3	Айрым адамдар үчүн башкалка алардын акыркы жайы болуп эсептелет.
common_voice_ky_18435015.mp3	Анын кызматтан кетүүсүн КСДП сунуштаган.
common_voice_ky_18435016.mp3	Көлгө чейинки жолду жөө басып өтүү керек болчу.
common_voice_ky_18435017.mp3	Ал жакта укмуштуу кум бар, андай кум эч жакта жок!
common_voice_ky_18435019.mp3	Бардыгы эмес, бирок көпчүлүгү — деди ал.
common_voice_ky_18435020.mp3	Мени кайсы бир иш боюнча күбө катары чакырышкан.
common_voice_ky_18435021.mp3	Бүркүт эч качан жерде турган эмес.
common_voice_ky_18435022.mp3	Ошол жерде өзүнүн устаканасы бар.
common_voice_ky_18435023.mp3	Же болбосо жеке сакчысын.
common_voice_ky_18435030.mp3	Ал атайын окутуу курсунан өтүп, лицензия алган.
common_voice_ky_18435031.mp3	Анткени бул Ош облусу боюнча жападан жалгыз кышкы эс алуучу жер.
common_voice_ky_18435032.mp3	Стамбулда Манас эпосу түрк тилинде көрсөтүлдү.
common_voice_ky_18435448.mp3	Аянтта студенттер, уюштуруучулар жана журналисттер.
common_voice_ky_18435451.mp3	Бирок бул кыргызстандыктардын маанайына таасир эткен жок.
common_voice_ky_18435472.mp3	Мурда Пенья рейтингде экинчи орунда турган.
common_voice_ky_18435473.mp3	Алардын экөөсү тең маалыматтын ушак экенин билдиришти.
common_voice_ky_18435474.mp3	Же болбосо жеке сакчысын.
common_voice_ky_18435475.mp3	Хэбэй Чайна Форчун клубун Мануэль Пеллегрини жетектөөдө.
common_voice_ky_18435691.mp3	Ошол жерде өзүнүн устаканасы бар.
common_voice_ky_18435692.mp3	Биз документти расмий органдан, мөөрү менен алдык.
common_voice_ky_18435694.mp3	Өткөн жылы эле көргөм.
common_voice_ky_18435726.mp3	Жер тилкелерин мыйзамсыз трансформациялоо
common_voice_ky_18435727.mp3	Бардыгы эмес, бирок көпчүлүгү — деди ал.
common_voice_ky_18435900.mp3	Ишкерлер да кайрыла элек.
common_voice_ky_18435901.mp3	Ал Кыргызстандын жалгыз үмүтү болчу.
common_voice_ky_18435903.mp3	Анан эле Усэйн Болттун чуркашы жарыяланды.
common_voice_ky_18435905.mp3	Бул тапшырма өтө деле оңой эмес.
common_voice_ky_18435909.mp3	Айдоочу кырсык болгон жерден изин суутуп кеткен.
common_voice_ky_18435911.mp3	Португалия эки катарга ылдыйлап алтынчы болуп калган.
common_voice_ky_18435913.mp3	Ал бул маселени президент эмес өкмөт карашы керек деп жооп берди.
common_voice_ky_18435915.mp3	Эми болсо коңшу жашаган эженин баласын багып жүрөм.
common_voice_ky_18435919.mp3	Анын тулку бою чоң жана жүн менен капталган эмес.
common_voice_ky_18435920.mp3	Аларга каршы Каракчылык беренеси боюнча кылмыш иши козголду.
common_voice_ky_18435921.mp3	Самара менен бир нече мамлекеттик сайттар бирдей кодго ээ.
common_voice_ky_18435922.mp3	ШТКнын сахнасына ал өзү чыгышы керек эле.
common_voice_ky_18435923.mp3	Атамбаев сыйлыкты элге сиңирген көөнөрбөс эмгеги үчүн алды.
common_voice_ky_18436008.mp3	Башкы прокурорду дайындоодо да так эле ушундай абал түзүлдү.
common_voice_ky_18436010.mp3	Ал жакта биз Тажикстанга чыгаарда биринчи жолу түнөдүк.
common_voice_ky_18436011.mp3	Пульт менен башкарылган машина Жоодардын бешинчи эмгеги.
common_voice_ky_18436012.mp3	Ал атайын окутуу курсунан өтүп, лицензия алган.
common_voice_ky_18436023.mp3	Турнирде каратэ менен кикбоксингдин уруш техникалары колдонулат.
common_voice_ky_18436024.mp3	Анткени алар таза технологияларды колдонушат.
common_voice_ky_18436025.mp3	Материалдын түп нускасы Настоящее время сайтына чыккан.
common_voice_ky_18436026.mp3	Бул жагынан ал ийгиликке жетти.
common_voice_ky_18436027.mp3	Ошондуктан бүгүн документке кол коюлган жок, — деди Новиков.
common_voice_ky_18436038.mp3	Ушул суроо алда канча маанилүү, биз ага жооп тапканга аракет кылалы.
common_voice_ky_18436039.mp3	Матчты утуп алыш үчүн Жоковичке бир гана кадам жасаш керек эле.
common_voice_ky_18436040.mp3	Ал үчүн Мамлекеттик мүлктү башкаруу фондунун чечимин күтүш керек.
common_voice_ky_18436041.mp3	Анткен менен сот алардын өтүнүчүн канааттандырган эмес.
common_voice_ky_18436042.mp3	Мен бир топ тапшырмаларды бердим.
common_voice_ky_18436048.mp3	Биз тапканыбызды столго коебуз.
common_voice_ky_18436049.mp3	Карагылачы, Таврияны Орусияга ким кошту, эмне болду?
common_voice_ky_18436050.mp3	Аягында бирөө аны башка катуу чапкан.
common_voice_ky_18436051.mp3	Прокурор көпүрөдө болбогонун жана Аскаровду көрбөгөнүн айтты.
common_voice_ky_18436052.mp3	Орусиянын президенти набыт болгондордун жакындарына көңүл айтты.
common_voice_ky_18436059.mp3	Текебаев камакка алынып, УКМКнын ТИЗОсунда отурат.
common_voice_ky_18436060.mp3	Алар таң калышып Канча жаштасың?
common_voice_ky_18436061.mp3	Эми эки өлкөнүн алакасы кандай өзгөрүшү мүмкүн?
common_voice_ky_18436062.mp3	Адам өлтүрүүгө шектелип кармалган.
common_voice_ky_18436104.mp3	Бөлүмдө аны суракка алып, анын жеке маалыматтарын жазып калышкан.
common_voice_ky_18436105.mp3	Физика боюнча окуу куралындагы формуладагы каталар
common_voice_ky_18436106.mp3	Жүргүнчүлөр өмүрүн тобокелге салып жолдон өтүп жатышат.
common_voice_ky_18436117.mp3	Мындагы камералар кармоо режими менен айырмаланат.
common_voice_ky_18436119.mp3	Мен тааныбаганда эмес, мен бул шайлоону тоготпойм.
common_voice_ky_18436120.mp3	Эми болсо андай чектөөнү алып салган атышат.
common_voice_ky_18436121.mp3	Ким урганын, эмне себептен ал жакка барганын билбей кала бердик.
common_voice_ky_18436160.mp3	Мен аларга кээде эле барам, анткени мага климаты жакпайт.
common_voice_ky_18436161.mp3	А ашканада шекери жок ботко, даамсыз сорполорду беришчү.
common_voice_ky_18436162.mp3	Менин баламы багып бер дегендер көп.
common_voice_ky_18436163.mp3	Беттештен уткан корозду асманга бирөө көкөлөтө ыргытып жиберди.
common_voice_ky_18436195.mp3	Биринчи баскыч — бул тышкы бөлүк, ал эми экинчиси — ички бөлүгү.
common_voice_ky_18436196.mp3	Каракчылар кичинекей балага тийишкен эмес.
common_voice_ky_18436197.mp3	Биз андан озуп кеттик.
common_voice_ky_18436198.mp3	Бирок абалы начар болгондуктан полицияга өз ыктыяры менен барган.
common_voice_ky_18436200.mp3	Анда ат майданда оңдоо иштерин Темир Канат компаниясы жүргүзгөн.
common_voice_ky_18436201.mp3	Ош базардагы жашоо уланууда.
common_voice_ky_18436202.mp3	Чет тилде сөз айтканы үчүн.
common_voice_ky_18436204.mp3	Куткарылгандардын бири Жампьеро Парете.
common_voice_ky_18436206.mp3	Негизги далилдер Самаранын доменинин жөндөө таржымалында.
common_voice_ky_18436207.mp3	Өзбек башчысы кыргыз элине татыктуу башчыны шайлап алууну каалады.
common_voice_ky_18436209.mp3	Цой — билими боюнча юрист, тергөөчү болуп иштеген.
common_voice_ky_18436210.mp3	Экинчи орунга Казакстан, үчүнчү орунга Кытай ээ болду.
common_voice_ky_18436212.mp3	Үйлөнүү той август айына белгиленген болчу.
common_voice_ky_18436214.mp3	Алардын басымдуу бөлүгү — айылдын тургундары.
common_voice_ky_18436215.mp3	Бирок Исак өзү деле бийликтин жардамынан түңүлгөн.
common_voice_ky_18436216.mp3	Болгону күйгөндөн айткан кебим да.
common_voice_ky_18436217.mp3	Мындай мамлекетте канча курал болгонун элестете аласыңарбы?
common_voice_ky_18436218.mp3	Кесептер кандай схемаларды колдонушат?
common_voice_ky_18436219.mp3	Бирок акын посттун идеясын колдой турганын кошумчалады.
common_voice_ky_18436220.mp3	Бирок сөөгүм агаргыча калп айттым.
common_voice_ky_18436222.mp3	Андан сырткары мектепте иштеген курбуларым бар.
common_voice_ky_18436223.mp3	Платформа бир блог үчүн толугу менен тосмолонгон.
common_voice_ky_18436225.mp3	Кыймылсыз мүлк менен автоунаалар конкреттүү саналып жатат.
common_voice_ky_18436226.mp3	Антпесек биз таптакыр транспорт жок калабыз, — деди Атыканов.
common_voice_ky_18436227.mp3	Мындан тышкары айрым бир кыздарга УЗИ кылышкан, — деди ал.
common_voice_ky_18436229.mp3	Анан эле Усэйн Болттун чуркашы жарыяланды.
common_voice_ky_18436231.mp3	Элдер программаны түшүнүп, аны экиге бөлүп алуусу үчүн даярдалган.
common_voice_ky_18436232.mp3	Унааны ширетүүдө жана сырдоодо ага достору жардамдашкан.
common_voice_ky_18436233.mp3	Аянтта студенттер, уюштуруучулар жана журналисттер.
common_voice_ky_18436235.mp3	Ал Орусияга оң бутундагы протезди алмаштыруу үчүн барган.
common_voice_ky_18436236.mp3	Ошондуктан бүгүн документке кол коюлган жок, — деди Новиков.
common_voice_ky_18436239.mp3	азыктануусуна бирден бир себеп болоорун эксперт баса белгиледи.
common_voice_ky_18436242.mp3	ШТКнын сахнасына ал өзү чыгышы керек эле.
common_voice_ky_18436243.mp3	Бегайымдын айтымында, анын иниси базарда эч качан иштеген эмес.
common_voice_ky_18436244.mp3	Анын кызы жана уулу бар.
common_voice_ky_18436245.mp3	Калган ишти компания өзү аткарган, — деди Кулматов.
common_voice_ky_18436247.mp3	Элди бул сел дейт, эл турганда бул сел болуп агызып кетет.
common_voice_ky_18436249.mp3	Бишкектин мэри мурда альтернативасыз негизде шайланган.
common_voice_ky_18436250.mp3	Же эмне, экиге бөлүнүп кетейинби?
common_voice_ky_18436251.mp3	Ормуков жашырынбай эле ооруканада даарыланып жатканын билдирди.
common_voice_ky_18436252.mp3	Биз КТРКнын байкоочу кеңешинин ролун кичине түшүнбөй турабыз.
common_voice_ky_18436253.mp3	Жээнбеков күч түзүмдөрүн сынга алды
common_voice_ky_18436254.mp3	Сотко эч кандай далилдердин кереги жок.
common_voice_ky_18436255.mp3	Адамдарга жапырт кыргын салуу — ушул гана жардам берет.
common_voice_ky_18436256.mp3	Кийинчерээк топ таркап кетти.
common_voice_ky_18436257.mp3	Эккен огороддор суу ичпей жатат.
common_voice_ky_18436258.mp3	Мунун баарын жөнгө салыш үчүн интернетте иштеген система керек.
common_voice_ky_18436259.mp3	Баарын тамчыдан курадык десем болот.
common_voice_ky_18436260.mp3	Депутаттыкка эки жаран өз талапкерлигин көрсөткөн.
common_voice_ky_18436261.mp3	Турнир төрт категорияда өттү.
common_voice_ky_18436262.mp3	Ушуну бир карап көрсөңүз Дастан Артисбекович.
